1,11
2,11
3,11
4,11
5,11
6,19
7,19
8,19
9,19
10,19
11,20
12,20
13,20
14,20
15,20
16,12
17,12
18,12
19,12
20,12
21,6
22,6
23,6
24,6
25,6
26,15
27,15
28,15
29,15
30,15
31,3
32,3
33,3
34,3
35,3
36,2
37,2
38,2
39,2
40,2
41,17
42,17
43,17
44,17
45,17
46,16
47,16
48,16
49,16
50,16
51,8
52,8
53,8
54,8
55,8
56,4
57,4
58,4
59,4
60,4
61,7
62,7
63,7
64,7
65,7
66,9
67,9
68,9
69,9
70,9
71,1
72,1
73,1
74,1
75,1
76,5
77,5
78,5
79,5
80,5
81,18
82,18
83,18
84,18
85,18
86,10
87,10
88,10
89,10
90,10
91,22
92,22
93,22
94,22
95,22
96,25
97,25
98,25
99,25
100,25
101,23
102,23
103,23
104,23
105,23
106,21
107,21
108,21
109,21
110,21
111,14
112,14
113,14
114,14
115,14
116,24
117,24
118,24
119,24
120,24
121,13
122,13
123,13
124,13
125,13
